Control ID,Description,Bridging SCF Controls,Relevant SCG Controls
10.6.1,"10.6.1 System clocks and time are synchronized using time-synchronization technology. 
 Applicability Notes
 Keeping time-synchronization technology current includes managing vulnerabilities and patching the technology according to PCI DSS Requirements 6.3.1 and 6.3.3.","CFG-02, MON-02.7, MON-07, MON-07.1, SEA-20","esx-9.hardware-management-time, esx-9.time, fleet-9.time, nsx-9.timezone-utc, pnr-9.time, vcenter-9.events-remote-logging, vcenter-9.time, vcf-9.secure-baseline"
10.6.2,"10.6.2 Systems are configured to the correct and consistent time as follows:
 • One or more designated time servers are in use.
 • Only the designated central time server(s) receives time from external sources.
 • Time received from external sources is based on International Atomic Time or Coordinated Universal Time (UTC).
 • The designated time server(s) accept time updates only from specific industry-accepted external sources.
 • Where there is more than one designated time server, the time servers peer with one another to keep accurate time.
 • Internal systems receive time information only from designated central time server(s).","CFG-02, MON-02.7, MON-07, MON-07.1, SEA-20","esx-9.hardware-management-time, esx-9.time, fleet-9.time, nsx-9.timezone-utc, pnr-9.time, vcenter-9.events-remote-logging, vcenter-9.time, vcf-9.secure-baseline"
10.6.3,"10.6.3 Time synchronization settings and data are protected as follows: 
 • Access to time data is restricted to only personnel with a business need.
 • Any changes to time settings on critical systems are logged, monitored, and reviewed.","CFG-02, MON-02.7, MON-07, MON-07.1, SEA-20","esx-9.hardware-management-time, esx-9.time, fleet-9.time, nsx-9.timezone-utc, pnr-9.time, vcenter-9.events-remote-logging, vcenter-9.time, vcf-9.secure-baseline"
10.7,"10.7 Failures of critical security control systems are detected, reported, and responded to promptly.",MON-01.4,"esx-9.cpu-hyperthread-warning, esx-9.shell-warning"
10.7.1,"10.7.1 Additional requirement for service providers only: Failures of critical security control systems are detected, alerted, and addressed promptly, including but not limited to failure of the following critical security control systems:
 • Network security controls 
 • IDS/IPS 
 • FIM 
 • Anti-malware solutions 
 • Physical access controls 
 • Logical access controls 
 • Audit logging mechanisms 
 • Segmentation controls (if used) 
 Applicability Notes
 This requirement applies only when the entity being assessed is a service provider.
 This requirement will be superseded by Requirement 10.7.2 as of 31 March 2025.",MON-01.4,"esx-9.cpu-hyperthread-warning, esx-9.shell-warning"
10.7.2,"10.7.2 Failures of critical security control systems are detected, alerted, and addressed promptly, including but not limited to failure of the following critical security control systems:
 • Network security controls.
 • IDS/IPS.
 • Change-detection mechanisms.
 • Anti-malware solutions.
 • Physical access controls.
 • Logical access controls.
 • Audit logging mechanisms.
 • Segmentation controls (if used).
 • Audit log review mechanisms.
 • Automated security testing tools (if used).
 Applicability Notes
 This requirement applies to all entities, including service providers, and will supersede Requirement 10.7.1 as of 31 March 2025. It includes two additional critical security control systems not in Requirement 10.7.1. 
 This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment.",MON-01.4,"esx-9.cpu-hyperthread-warning, esx-9.shell-warning"
10.7.3,"10.7.3 Failures of any critical security control systems are responded to promptly, including but not limited to: 
 • Restoring security functions. 
 • Identifying and documenting the duration (date and time from start to end) of the security failure. 
 • Identifying and documenting the cause(s) of failure, and documenting required remediation. 
 • Identifying and addressing any security issues that arose during the failure. 
 • Determining whether further actions are required as a result of the security failure. 
 • Implementing controls to prevent the cause of failure from reoccurring. 
 • Resuming monitoring of security controls.
 Applicability Notes
 This requirement applies only when the entity being assessed is a service provider, until the 31 March 2025, after which this requirement will apply to all entities.
 This is a current v3.2.1 requirement that applies to service providers only. However, this requirement is a best practice for all other entities until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment.",MON-01.4,"esx-9.cpu-hyperthread-warning, esx-9.shell-warning"
11.2,"11.2 2 An inventory of authorized wireless access points is maintained, including a documented business justification.","CFG-02, NET-12","nsx-9.snmp, vcenter-9.snmp, vcenter-9.snmp3, vcf-9.secure-baseline"
11.2.1,"11.2.1 Authorized and unauthorized wireless access points are managed as follows:
 • The presence of wireless (Wi-Fi) access points is tested for, 
 • All authorized and unauthorized wireless access points are detected and identified, 
 • Testing, detection, and identification occurs at least once every three months. 
 • If automated monitoring is used, personnel are notified via generated alerts.
 Applicability Notes
 The requirement applies even when a policy exists that prohibits the use of wireless technology.
 Methods used to meet this requirement must be sufficient to detect and identify both authorized and unauthorized devices, including unauthorized devices attached to devices that themselves are authorized.",NET-03.1,nsx-9.api-rate-limits
11.3,"11.3 External and internal vulnerabilities are regularly identified, prioritized, and addressed.",VPM-04,esx-9.supported
11.4.5,"11.4.5 If segmentation is used to isolate the CDE from other networks, penetration tests are performed on segmentation controls as follows:
 • At least once every 12 months and after any changes to segmentation controls/methods 
 • Covering all segmentation controls/methods in use.
 • According to the entity’s defined penetration testing methodology.
 • Confirming that the segmentation controls/methods are operational and effective, and isolate the CDE from all out-of-scope systems.
 • Confirming effectiveness of any use of isolation to separate systems with differing security levels (see Requirement 2.2.3).
 • Performed by a qualified internal resource or qualified external third party.
 • Organizational independence of the tester exists (not required to be a QSA or ASV).",NET-06,"esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
11.4.6,"11.4.6 Additional requirement for service providers only: If segmentation is used to isolate the CDE from other networks, penetration tests are performed on segmentation controls as follows: 
 • At least once every six months and after any changes to segmentation controls/methods. 
 • Covering all segmentation controls/methods in use.
 • According to the entity’s defined penetration testing methodology.
 • Confirming that the segmentation controls/methods are operational and effective, and isolate the CDE from all out-of-scope systems.
 • Confirming effectiveness of any use of isolation to separate systems with differing security levels (see Requirement 2.2.3).
 • Performed by a qualified internal resource or qualified external third party.
 • Organizational independence of the tester exists (not required to be a QSA or ASV).
 Applicability Notes
 This requirement applies only when the entity being assessed is a service provider.",NET-06,"esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
11.5.1,"11.5.1 Intrusion-detection and/or intrusion-prevention techniques are used to detect and/or prevent intrusions into the network as follows: 
 • All traffic is monitored at the perimeter of the CDE. 
 • All traffic is monitored at critical points in the CDE. 
 • Personnel are alerted to suspected compromises. 
 • All intrusion-detection and prevention engines, baselines, and signatures are kept up to date.",NET-03,"nsx-9.ibgp-source-loopback, nsx-9.reverse-path-forwarding, operations-9.firewall-hardening, vcenter-9.network-mac-learning, vcenter-9.network-reject-forged-transmit-dvportgroup, vcenter-9.network-reject-mac-changes-dvportgroup, vcenter-9.network-reset-port, vcenter-9.network-restrict-netflow-usage, vcenter-9.network-restrict-port-level-overrides, vcenter-9.network-restrict-port-mirroring, vsan-9.hcl-internet, vsan-9.network-isolation-vsan-iscsi-target"
11.6.1,"11.6.1 A change- and tamper-detection mechanism is deployed as follows:
 • To alert personnel to unauthorized modification (including indicators of compromise, changes, additions, and deletions) to the security-impacting HTTP headers and the script contents of payment pages as received by the consumer browser.
 • The mechanism is configured to evaluate the received HTTP header and payment pages. 
 • The mechanism functions are performed as follows:
  - At least once weeky,
  OR
  - Periodically (at the frequency defined in the entity’s targeted risk analysis, which is performed according to all elements specified in Requirement 12.3.1). 
 Applicability Notes
 This requirement also applies to entities with a webpage(s) that includes a TPSP’s/payment processor’s embedded payment page/form (for example, one or more inline frames or iframes.)
 This requirement does not apply to an entity for scripts in a TPSP’s/payment processor’s embedded payment page/form (for example, one or more iframes), where the entity includes a TPSP’s/payment processor’s payment page/form on its webpage. 
 Scripts in the TPSP’s/payment processor’s embedded payment page/form are the responsibility of the TPSP/payment processor to manage in accordance with this requirement.
 The intention of this requirement is not that an entity installs software in the systems or browsers of its consumers, but rather that the entity uses techniques such as those described under Examples in the PCI DSS Guidance to prevent and detect unexpected script activities.
 This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment.",CFG-03.1,"nsx-9.inactive-interfaces, nsx-9.routing-protocols-unused, nsx-9.t1-inactive-interfaces"
12.3.1,"12.3.1 For each PCI DSS requirement that specifies completion of a targeted risk analysis, the analysis is documented and includes:
 • Identification of the assets being protected. 
 • Identification of the threat(s) that the requirement is protecting against.
 • Identification of factors that contribute to the likelihood and/or impact of a threat being realized. 
 • Resulting analysis that determines, and includes justification for, how the frequency or processes defined by the entity to meet the requirement minimize the likelihood and/or impact of the threat being realized.
 • Review of each targeted risk analysis at least once every 12 months to determine whether the results are still valid or if an updated risk analysis is needed
 • Performance of updated risk analyses when needed, as determined by the annual review.
 Applicability Notes
 This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment.",CFG-03.1,"nsx-9.inactive-interfaces, nsx-9.routing-protocols-unused, nsx-9.t1-inactive-interfaces"
12.3.3,"12.3.3 Cryptographic cipher suites and protocols in use are documented and reviewed at least once every 12 months, including at least the following:
 • An up-to-date inventory of all cryptographic cipher suites and protocols in use, including purpose and where used.
 • Active monitoring of industry trends regarding continued viability of all cryptographic cipher suites and protocols in use.
 • Documentation of a plan to respond to anticipated changes in cryptographic vulnerabilities.
 Applicability Notes
 The requirement applies to all cryptographic cipher suites and protocols used to meet PCI DSS requirements, including, but not limited to, those used to render PAN unreadable in storage and transmission, to protect passwords, and as part of authenticating access. 
 This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment.","CRY-01, CRY-01.5","esx-9.entropy, esx-9.hardware-cpu-amd-cc, esx-9.hardware-cpu-intel-cc, esx-9.tls-ciphers, nsx-9.load-balancer-fips, nsx-9.tls-ciphers, vcenter-9.snmp3, vcenter-9.tls-ciphers"
12.3.4,"12.3.4 Hardware and software technologies in use are reviewed at least once every 12 months, including at least the following:
 • Analysis that the technologies continue to receive security fixes from vendors promptly.
 • Analysis that the technologies continue to support (and do not preclude) the entity’s PCI DSS compliance.
 • Documentation of any industry announcements or trends related to a technology, such as when a vendor has announced “end of life” plans for a technology.
 • Documentation of a plan, approved by senior management, to remediate outdated technologies, including those for which vendors have announced “end of life” plans.
 Applicability Notes
 This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment.",CFG-03.1,"nsx-9.inactive-interfaces, nsx-9.routing-protocols-unused, nsx-9.t1-inactive-interfaces"
12.4.2,"12.4.2 Additional requirement for service providers only: Reviews are performed at least once every three months to confirm personnel are performing their tasks in accordance with all security policies and all operational procedures. Reviews are performed by personnel other than those responsible for performing the given task and include, but not limited to, the following tasks: 
 • Daily log reviews. 
 • Configuration reviews for network security controls. 
 • Applying configuration standards to new systems. 
 • Responding to security alerts. 
 •  Change-management processes.
 Applicability Notes
 This requirement applies only when the entity being assessed is a service provider.","CFG-03.1, CHG-02","nsx-9.inactive-interfaces, nsx-9.routing-protocols-unused, nsx-9.t1-inactive-interfaces, vsan-9.auto-policy-management"
12.5.2,"12.5.2 PCI DSS scope is documented and confirmed by the entity at least once every 12 months and upon significant change to the in-scope environment. At a minimum, the scoping validation includes:
 • Identifying all data flows for the various payment stages (for example, authorization, capture settlement, chargebacks, and refunds) and acceptance channels (for example, card-present, card-not-present, and e-commerce).
 • Updating all data-flow diagrams per Requirement 1.2.4.
 • Identifying all locations where account data is stored, processed, and transmitted, including but not limited to: 1) any locations outside of the currently defined CDE, 2) applications that process CHD, 3) transmissions between systems and networks, and 4) file backups.
 • Identifying all system components in the CDE, connected to the CDE, or that could impact security of the CDE.
 • Identifying all segmentation controls in use and the environment(s) from which the CDE is segmented, including justification for environments being out of scope.
 • Identifying all connections from third-party entities with access to the CDE.
 • Confirming that all identified data flows, account data, system components, segmentation controls, and connections from third parties with access to the CDE are included in scope.
 Applicability Notes
 This annual confirmation of PCI DSS scope is an activity expected to be performed by the entity under assessment, and is not the same, nor is it intended to be replaced by, the scoping confirmation performed by the entity’s assessor during the annual assessment.","CFG-03.1, NET-06","esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, nsx-9.inactive-interfaces, nsx-9.routing-protocols-unused, nsx-9.t1-inactive-interfaces, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
12.5.2.1,"12.5.2.1 Additional requirement for service providers only: PCI DSS scope is documented and confirmed by the entity at least once every six months and after significant changes. At a minimum, the scoping validation includes all the elements specified in Requirement 12.5.2.
 Applicability Notes
 This requirement applies only when the entity being assessed is a service provider.
 This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment.",CFG-03.1,"nsx-9.inactive-interfaces, nsx-9.routing-protocols-unused, nsx-9.t1-inactive-interfaces"
12.6.2,"12.6.2 The security awareness program is: 
 • Reviewed at least once every 12 months, and 
 • Updated as needed to address any new threats and vulnerabilities that may impact the security of the entity’s cardholder data and/or sensitive authentication data, or the information provided to personnel about their role in protecting cardholder data.
 Applicability Notes
 This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment.",CFG-03.1,"nsx-9.inactive-interfaces, nsx-9.routing-protocols-unused, nsx-9.t1-inactive-interfaces"
12.6.3,"12.6.3 Personnel receive security awareness training as follows: 
 • Upon hire and at least once every 12 months.
 • Multiple methods of communication are used.
 • Personnel acknowledge at least once every 12 months that they have read and understood the information security policy and procedures.",CFG-03.1,"nsx-9.inactive-interfaces, nsx-9.routing-protocols-unused, nsx-9.t1-inactive-interfaces"
12.8.1,"12.8.1 A list of all third-party service providers (TPSPs) with which account data is shared or that could affect the security of account data is maintained, including a description for each of the services provided.
 Applicability Notes
 The use of a PCI DSS compliant TPSP does not make an entity PCI DSS compliant, nor does it remove the entity’s responsibility for its own PCI DSS compliance.",NET-14,pnr-9.ssh
12.8.2,"12.8.2 Written agreements with TPSPs are maintained as follows: 
 • Written agreements are maintained with all TPSPs with which account data is shared or that could affect the security of the CDE.
 • Written agreements include acknowledgments from TPSPs that TPSPs are responsible for the security of account data the TPSPs possess or otherwise store, process, or transmit on behalf of the entity, or to the extent that the TPSP could impact the security of the entity’s cardholder data and/or sensitive authentication data.
 Applicability Notes
 The exact wording of an agreement will depend on the details of the service being provided, and the responsibilities assigned to each party. The agreement does not have to include the exact wording provided in this requirement.
 The TPSP’s written acknowledgment is a confirmation that states the TPSP is responsible for the security of the account data it may store, process, or transmit on behalf of the customer or to the extent the TPSP may impact the security of a customer’s cardholder data and/or sensitive authentication data. 
 Evidence that a TPSP is meeting PCI DSS requirements is not the same as a written acknowledgment specified in this requirement. For example, a PCI DSS Attestation of Compliance (AOC), a declaration on a company’s website, a policy statement, a responsibility matrix, or other evidence not included in a written agreement is not a written acknowledgment.",TPM-04,vcenter-9.administration-client-plugins
12.9,12.9 Third-party service providers (TPSPs) support their customers’ PCI DSS compliance.,TPM-04,vcenter-9.administration-client-plugins
12.9.1,"12.9.1 Additional requirement for service providers only: TPSPs provide written agreements to customers that include acknowledgments that TPSPs are responsible for the security of account data the TPSP possesses or otherwise stores, processes, or transmits on behalf of the customer, or to the extent that the TPSP could impact the security of the customer’s cardholder data and/or sensitive authentication data.
 Applicability Notes
 This requirement applies only when the entity being assessed is a service provider.
 The exact wording of an agreement will depend on the details of the service being provided, and the responsibilities assigned to each party. The agreement does not have to include the exact wording provided in this requirement.
 The TPSP’s written acknowledgment is a confirmation that states the TPSP is responsible for the security of the account data it may store, process, or transmit on behalf of the customer or to the extent that the TPSP could impact the security of a customer’s cardholder data and/or sensitive authentication data. 
 Evidence that a TPSP is meeting PCI DSS requirements is not the same as a written agreement specified in this requirement. For example, a PCI DSS Attestation of Compliance (AOC), a declaration on a company’s website, a policy statement, a responsibility matrix, or other evidence not included in a written agreement is not a written acknowledgment.",TPM-04,vcenter-9.administration-client-plugins
12.9.2,"12.9.2 Additional requirement for service providers only: TPSPs support their customers’ requests for information to meet Requirements 12.8.4 and 12.8.5 by providing the following upon customer request:
 • PCI DSS compliance status information (Requirement 12.8.4).
 • Information about which PCI DSS requirements are the responsibility of the TPSP and which are the responsibility of the customer, including any shared responsibilities (Requirement 12.8.5), for any service the TPSP provides that meets a PCI DSS requirement(s) on behalf of customers or that can impact security of customers’ cardholder data and/or sensitive authentication data.
 Applicability Notes
 This requirement applies only when the entity being assessed is a service provider.",TPM-04,vcenter-9.administration-client-plugins
12.10.1,"12.10.1 An incident response plan exists and is ready to be activated in the event of a suspected or confirmed security incident. The plan includes, but is not limited to: 
 • Roles, responsibilities, and communication and contact strategies in the event of a suspected or confirmed security incident, including notification of payment brands and acquirers, at a minimum.
 • Incident response procedures with specific containment and mitigation activities for different types of incidents.
 • Business recovery and continuity procedures.
 • Data backup processes.
 • Analysis of legal requirements for reporting compromises.
 • Coverage and responses of all critical system components.
 • Reference or inclusion of incident response procedures from the payment brands.",BCD-11,nsx-9.backup
A1.1.4,"A1.1.4 The effectiveness of logical separation controls used to separate customer environments is confirmed at least once every six months via penetration testing. 
 Applicability Notes
 The testing of adequate separation between customers in a multi-tenant service provider environment is in addition to the penetration tests specified in Requirement 11.4.6.
 This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment.",NET-06,"esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
A2.1,A2.1 POI terminals using SSL and/or early TLS are confirmed as not susceptible to known SSL/TLS exploits.,CRY-03,"automation-9.oidc-settings, esx-9.log-forwarding-tls-ciphers, esx-9.nfs-traffic-protection, esx-9.tls-ciphers, esx-9.vmk-storage, esx-9.vmk-vmotion, esx-9.vmotion-encryption-offload, nsx-9.load-balancer-fips, nsx-9.tls-ciphers, operations-9.logs-ssl-api, operations-9.logs-ssl-syslog, vcenter-9.smtp, vcenter-9.tls-ciphers, vm-9.ft-encrypted, vm-9.vmotion-encrypted, vsan-9.encryption-transit-esa, vsan-9.encryption-transit-osa, vsan-9.file-services-authentication-smb, vsan-9.storage-cluster-traffic-protection"
A2.1.1,"A2.1.1 Where POS POI terminals at the merchant or payment acceptance location use SSL and/or early TLS, the entity confirms the devices are not susceptible to any known exploits for those protocols.
 Applicability Notes
 This requirement is intended to apply to the entity with the POS POI terminal, such as a merchant. This requirement is not intended for service providers who serve as the termination or connection point to those POS POI terminals. Requirements A2.1.2 and A2.1.3 apply to POS POI service providers.
 The allowance for POS POI terminals that are not currently susceptible to exploits is based on currently known risks. If new exploits are introduced to which POS POI terminals are susceptible, the POS POI terminals will need to be updated immediately.",CRY-03,"automation-9.oidc-settings, esx-9.log-forwarding-tls-ciphers, esx-9.nfs-traffic-protection, esx-9.tls-ciphers, esx-9.vmk-storage, esx-9.vmk-vmotion, esx-9.vmotion-encryption-offload, nsx-9.load-balancer-fips, nsx-9.tls-ciphers, operations-9.logs-ssl-api, operations-9.logs-ssl-syslog, vcenter-9.smtp, vcenter-9.tls-ciphers, vm-9.ft-encrypted, vm-9.vmotion-encrypted, vsan-9.encryption-transit-esa, vsan-9.encryption-transit-osa, vsan-9.file-services-authentication-smb, vsan-9.storage-cluster-traffic-protection"
A2.1.2,"A2.1.2 Additional requirement for service providers only: All service providers with existing connection points to POS POI terminals that use SSL and/or early TLS as defined in A2.1 have a formal Risk Mitigation and Migration Plan in place that includes:
 • Description of usage, including what data is being transmitted, types and number of systems that use and/or support SSL/early TLS, and type of environment. 
 • Risk-assessment results and risk-reduction controls in place.
 • Description of processes to monitor for new vulnerabilities associated with SSL/early TLS.
 • Description of change control processes that are implemented to ensure SSL/early TLS is not implemented into new environments.
 • Overview of migration project plan to replace SSL/early TLS at a future date.
 Applicability Notes
 This requirement applies only when the entity being assessed is a service provider.",CRY-03,"automation-9.oidc-settings, esx-9.log-forwarding-tls-ciphers, esx-9.nfs-traffic-protection, esx-9.tls-ciphers, esx-9.vmk-storage, esx-9.vmk-vmotion, esx-9.vmotion-encryption-offload, nsx-9.load-balancer-fips, nsx-9.tls-ciphers, operations-9.logs-ssl-api, operations-9.logs-ssl-syslog, vcenter-9.smtp, vcenter-9.tls-ciphers, vm-9.ft-encrypted, vm-9.vmotion-encrypted, vsan-9.encryption-transit-esa, vsan-9.encryption-transit-osa, vsan-9.file-services-authentication-smb, vsan-9.storage-cluster-traffic-protection"
A3.2.1,"A3.2.1 PCI DSS scope is documented and
confirmed for accuracy at least once every three

months and upon significant changes to the in-
scope environment. At a minimum, the scoping

validation includes:
• Identifying all data flows for the various payment
stages (for example, authorization, capture,
settlement, chargebacks, and refunds) and

acceptance channels (for example, card-
present, card-not-present, and e-commerce).

• Updating all data-flow diagrams per
Requirement 1.2.4.
• Identifying all locations where account data is
stored, processed, and transmitted, including but
not limited to 1) any locations outside of the
currently defined CDE, 2) applications that
process CHD, 3) transmissions between
systems and networks, and 4) file backups.
• For any account data found outside of the
currently defined CDE, either 1) securely delete
it, 2) migrate it into the currently defined CDE, or
3) expand the currently defined CDE to include
it.
• Identifying all system components in the CDE,
connected to the CDE, or that could impact
security of the CDE.
Identifying all segmentation controls in use and
the environment(s) from which the CDE is
segmented, including justification for
environments being out of scope
• Identifying all connections to third-party entities
with access to the CDE.
• Confirming that all identified data flows, account
data, system components, segmentation
controls, and connections from third parties with
access to the CDE are included in scope.
",NET-06,"esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
A3.2.4,"A3.2.4 If segmentation is used, PCI DSS scope is
confirmed as follows:
• Per the entity’s methodology defined at
Requirement 11.4.1.
• Penetration testing is performed on
segmentation controls at least once every six
months and after any changes to segmentation
controls/methods.
• The penetration testing covers all segmentation
controls/methods in use.
• The penetration testing verifies that
segmentation controls/methods are operational

and effective, and isolate the CDE from all out-
of-scope systems.",NET-06,"esx-9.nfs-traffic-protection, esx-9.vmk-storage, esx-9.vmk-vmotion, vsan-9.network-isolation-vsan-iscsi-target, vsan-9.storage-cluster-traffic-protection"
A3.4.1,"User accounts and access privileges to in- scope system components are reviewed at least once every six months to ensure user accounts and access privileges remain appropriate based on job function, and that all access is authorized.",IAC-17,"esx-9.ad-admin-validate-interval, vcf-9.permissions-roles"
