Control ID,Description,Bridging SCF Controls,Relevant SCG Controls
3.6.1.1,"3.6.1.1 Additional requirement for service providers only: A documented description of the cryptographic architecture is maintained that includes: 
 • Details of all algorithms, protocols, and keys used for the protection of stored account data, including key strength and expiry date.
 • Preventing the use of the same cryptographic keys in production and test environments. This bullet is a best practice until its effective date; refer to Applicability Notes below for details.
 • Description of the key usage for each key. 
 • Inventory of any hardware security modules (HSMs), key management systems (KMS), and other secure cryptographic devices (SCDs) used for key management, including type and location of devices, to support meeting Requirement 12.3.4.
 Applicability Notes
 This requirement applies only when the entity being assessed is a service provider.
 In cloud HSM implementations, responsibility for the cryptographic architecture according to this Requirement will be shared between the cloud provider and the cloud customer.
 The bullet above (for including, in the cryptographic architecture, that the use of the same cryptographic keys in production and test is prevented) is a best practice until 31 March 2025, after which it will be required as part of Requirement 3.6.1.1 and must be fully considered during a PCI DSS assessment.",CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
3.6.1.2,"3.6.1.2 Secret and private keys used to protect stored account data are stored in one (or more) of the following forms at all times: 
 • Encrypted with a key-encrypting key that is at least as strong as the data-encrypting key, and that is stored separately from the data-encrypting key. 
 • Within a secure cryptographic device (SCD), such as a hardware security module (HSM) or PTS-approved point-of-interaction device. 
 • As at least two full-length key components or key shares, in accordance with an industry-accepted method. 
 Applicability Notes
 It is not required that public keys be stored in one of these forms.
 Cryptographic keys stored as part of a key management system (KMS) that employs SCDs are acceptable. 
 A cryptographic key that is split into two parts does not meet this requirement. Secret or private keys stored as key components or key shares must be generated via one of the following: 
 • Using an approved random number generator and within an SCD, 
 OR
 • According to ISO 19592 or equivalent industry standard for generation of secret key shares.",CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
3.6.1.3,3.6.1.3 Access to cleartext cryptographic key components is restricted to the fewest number of custodians necessary.,CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
3.6.1.4,3.6.1.4 Cryptographic keys are stored in the fewest possible locations.,CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
3.7,"3.7 Where cryptography is used to protect stored account data, key management processes and procedures covering all aspects of the key lifecycle are defined and implemented.",CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
3.7.1,3.7.1 Key-management policies and procedures are implemented to include generation of strong cryptographic keys used to protect stored account data.,CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
3.7.2,3.7.2 Key-management policies and procedures are implemented to include secure distribution of cryptographic keys used to protect stored account data.,CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
3.7.3,3.7.3 Key-management policies and procedures are implemented to include secure storage of cryptographic keys used to protect stored account data.,CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
3.7.4,"3.7.4 Key management policies and procedures are implemented for cryptographic key changes for keys that have reached the end of their cryptoperiod, as defined by the associated application vendor or key owner, and based on industry best practices and guidelines, including the following:
 • A defined cryptoperiod for each key type in use.
 • A process for key changes at the end of the defined cryptoperiod.",CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
3.7.5,"3.7.5 Key management policies procedures are implemented to include the retirement, replacement, or destruction of keys used to protect stored account data, as deemed necessary when: 
 • The key has reached the end of its defined cryptoperiod.
 • The integrity of the key has been weakened, including when personnel with knowledge of a cleartext key component leaves the company, or the role for which the key component was known.
 • The key is suspected of or known to be compromised. 
 Retired or replaced keys are not used for encryption operations.
 Applicability Notes
 If retired or replaced cryptographic keys need to be retained, these keys must be securely archived (for example, by using a key-encryption key).","CRY-04, CRY-09, CRY-09.3","esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, nsx-9.bgp-encryption, nsx-9.ospf-encryption, operations-9.logs-ssl-api, operations-9.logs-ssl-syslog, vcenter-9.native-key-provider-backup, vm-9.ft-encrypted, vm-9.vmotion-encrypted, vsan-9.encryption-transit-esa, vsan-9.encryption-transit-osa, vsan-9.file-services-authentication-smb, vsan-9.rekey-interval"
3.7.6,"3.7.6 Where manual cleartext cryptographic key-management operations are performed by personnel, key-management policies and procedures are implemented including managing these operations using split knowledge and dual control. 
 Applicability Notes
 This control is applicable for manual key-management operations. 
 A cryptographic key that is simply split into two parts does not meet this requirement. Secret or private keys stored as key components or key shares must be generated via one of the following: 
 • Using an approved random number generator and within a secure cryptographic device (SCD), such as a hardware security module (HSM) or PTS-approved point-of-interaction device, 
 OR
 • According to ISO 19592 or equivalent industry standard for generation of secret key shares.",CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
3.7.7,3.7.7 Key management policies and procedures are implemented to include the prevention of unauthorized substitution of cryptographic keys.,CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
4.1,4.1 Processes and mechanisms for performing activities in Requirement 4 are defined and understood.,NET-12,"nsx-9.snmp, vcenter-9.snmp, vcenter-9.snmp3"
4.2,4.2 PAN is protected with strong cryptography during transmission.,CRY-03,"automation-9.oidc-settings, esx-9.log-forwarding-tls-ciphers, esx-9.nfs-traffic-protection, esx-9.tls-ciphers, esx-9.vmk-storage, esx-9.vmk-vmotion, esx-9.vmotion-encryption-offload, nsx-9.load-balancer-fips, nsx-9.tls-ciphers, operations-9.logs-ssl-api, operations-9.logs-ssl-syslog, vcenter-9.smtp, vcenter-9.tls-ciphers, vm-9.ft-encrypted, vm-9.vmotion-encrypted, vsan-9.encryption-transit-esa, vsan-9.encryption-transit-osa, vsan-9.file-services-authentication-smb, vsan-9.storage-cluster-traffic-protection"
4.2.1,"4.2.1 Strong cryptography and security protocols are implemented as follows to safeguard PAN during transmission over open, public networks:
 • Only trusted keys and certificates are accepted.
 • Certificates used to safeguard PAN during transmission over open, public networks are confirmed as valid and are not expired or revoked. This bullet is a best practice until its effective date; refer to applicability notes below for details.
 • The protocol in use supports only secure versions or configurations and does not support fallback to, or use of insecure versions, algorithms, key sizes, or implementations.
 • The encryption strength is appropriate for the encryption methodology in use. 
 Applicability Notes
 A self-signed certificate may also be acceptable if the certificate is issued by an internal CA within the organization, the certificate’s author is confirmed, and the certificate is verified—for example, via hash or signature—and has not expired. 
 The bullet above (for confirming that certificates used to safeguard PAN during transmission over open, public networks are valid and are not expired or revoked) is a best practice until 31 March 2025, after which it will be required as part of Requirement 4.2.1 and must be fully considered during a PCI DSS assessment.","CRY-03, NET-12","automation-9.oidc-settings, esx-9.log-forwarding-tls-ciphers, esx-9.nfs-traffic-protection, esx-9.tls-ciphers, esx-9.vmk-storage, esx-9.vmk-vmotion, esx-9.vmotion-encryption-offload, nsx-9.load-balancer-fips, nsx-9.snmp, nsx-9.tls-ciphers, operations-9.logs-ssl-api, operations-9.logs-ssl-syslog, vcenter-9.smtp, vcenter-9.snmp, vcenter-9.snmp3, vcenter-9.tls-ciphers, vm-9.ft-encrypted, vm-9.vmotion-encrypted, vsan-9.encryption-transit-esa, vsan-9.encryption-transit-osa, vsan-9.file-services-authentication-smb, vsan-9.storage-cluster-traffic-protection"
4.2.1.1,"4.2.1.1 An inventory of the entity’s trusted keys and certificates is maintained.
 Applicability Notes
 This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment.",CRY-09,"esx-9.hardware-tpm, esx-9.key-persistence, esx-9.tpm-recovery-key-backup, vsan-9.rekey-interval"
4.2.1.2,4.2.1.2 Wireless networks transmitting PAN or connected to the CDE use industry best practices to implement strong cryptography for authentication and transmission.,CRY-03,"automation-9.oidc-settings, esx-9.log-forwarding-tls-ciphers, esx-9.nfs-traffic-protection, esx-9.tls-ciphers, esx-9.vmk-storage, esx-9.vmk-vmotion, esx-9.vmotion-encryption-offload, nsx-9.load-balancer-fips, nsx-9.tls-ciphers, operations-9.logs-ssl-api, operations-9.logs-ssl-syslog, vcenter-9.smtp, vcenter-9.tls-ciphers, vm-9.ft-encrypted, vm-9.vmotion-encrypted, vsan-9.encryption-transit-esa, vsan-9.encryption-transit-osa, vsan-9.file-services-authentication-smb, vsan-9.storage-cluster-traffic-protection"
6.3.3,"6.3.3 All system components are protected from known vulnerabilities by installing applicable security patches/updates as follows: 
 • Patches/updates for critical vulnerabilities (identified according to the risk ranking process at Requirement 6.3.1) are installed within one month of release.
 • All other applicable security patches/updates are installed within an appropriate time frame as determined by the entity’s assessment of the criticality of the risk to the environment as identified according to the risk ranking process at Requirement 6.3.1","VPM-04, VPM-05","esx-9.hardware-firmware-updates, esx-9.supported, esx-9.updates, guest-9.tools-updates, guest-9.tools-upgrade, vcenter-9.vami-updates, vm-9.virtual-hardware"
6.4.2,"6.4.2 For public-facing web applications, an automated technical solution is deployed that continually detects and prevents web-based attacks, with at least the following:
 • Is installed in front of public-facing web applications and is configured to detect and prevent web-based attacks.
 • Actively running and up to date as applicable. 
 • Generating audit logs.
 • Configured to either block web-based attacks or generate an alert that is immediately investigated. 
 Applicability Notes
 This new requirement will replace Requirement 6.4.1 once its effective date is reached.
 This requirement is a best practice until 31 March 2025, after which it will be required and must be fully considered during a PCI DSS assessment.",MON-03,"esx-9.log-audit-local, esx-9.log-filter, esx-9.log-level, guest-9.tools-logs, networks-9.audit-identity, nsx-9.log-level, vcenter-9.logs-level-global, vm-9.log-enable"
6.5,6.5 Changes to all system components are managed securely.,CHG-02,vsan-9.auto-policy-management
6.5.1,"6.5.1 Changes to all system components in the production environment are made according to established procedures that include: 
 • Reason for, and description of, the change. 
 • Documentation of security impact. 
 • Documented change approval by authorized parties.
 • Testing to verify that the change does not adversely impact system security.
 • For bespoke and custom software changes, all updates are tested for compliance with Requirement 6.2.4 before being deployed into production. 
 • Procedures to address failures and return to a secure state.",CHG-02,vsan-9.auto-policy-management
6.5.2,"6.5.2 Upon completion of a significant change, all applicable PCI DSS requirements are confirmed to be in place on all new or changed systems and networks, and documentation is updated as applicable.
 Applicability Notes
 These significant changes should also be captured and reflected in the entity’s annual PCI DSS scope confirmation activity per Requirement 12.5.2.",IAC-10.8,"esx-9.ad-admin-group-name, esx-9.hardware-management-security, sddc-9.api-admin"
6.5.6,6.5.6 Test data and test accounts are removed from system components before the system goes into production.,CHG-02,vsan-9.auto-policy-management
7.1,7.1 Processes and mechanisms for restricting access to system components and cardholder data by business need to know are defined and understood.,"IAC-02, IAC-21","esx-9.ad-admin-group-autoadd, esx-9.lockdown-dcui-access, esx-9.lockdown-exception-users, vcf-9.mfa, vcf-9.permissions-roles, vm-9.isolation-device-connectable-deactivate, vm-9.pci-passthrough"
7.2,7.2 Access to system components and data is appropriately defined and assigned.,"IAC-02, IAC-21","esx-9.ad-admin-group-autoadd, esx-9.lockdown-dcui-access, esx-9.lockdown-exception-users, vcf-9.mfa, vcf-9.permissions-roles, vm-9.isolation-device-connectable-deactivate, vm-9.pci-passthrough"
